"","Age","Gender","Impressions","Clicks","Signed_In","CTR","ageGroup","CTRGroup"
"352351",76,"1",5,1,"1",0.2,"65+","0.2-0.4"
"352497",49,"1",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"352551",50,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"352594",18,"1",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"352597",59,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"352626",34,"1",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"352712",24,"1",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"352751",53,"1",8,1,"1",0.125,"45-54","0.0-0.2"
"352766",38,"0",9,1,"1",0.111111111111111,"35-44","0.0-0.2"
"352772",42,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"352781",41,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"352832",19,"0",9,1,"1",0.111111111111111,"18-24","0.0-0.2"
"352848",12,"0",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"352857",38,"0",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"352968",6,"1",5,1,"1",0.2,"18-","0.2-0.4"
"353023",47,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"353024",61,"0",1,1,"1",1,"55-64","0.8-1.0"
"353032",70,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"353057",17,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"353060",52,"0",12,1,"1",0.0833333333333333,"45-54","0.0-0.2"
"353092",42,"1",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"353096",90,"1",13,2,"1",0.153846153846154,"65+","0.0-0.2"
"353129",21,"0",4,1,"1",0.25,"18-24","0.2-0.4"
"353135",60,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"353148",39,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"353175",39,"0",8,2,"1",0.25,"35-44","0.2-0.4"
"353196",57,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"353205",23,"1",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"353221",28,"0",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"353296",29,"1",9,1,"1",0.111111111111111,"25-34","0.0-0.2"
"353305",40,"0",7,2,"1",0.285714285714286,"35-44","0.2-0.4"
"353321",16,"1",4,1,"1",0.25,"18-","0.2-0.4"
"353350",49,"1",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"353355",36,"1",9,1,"1",0.111111111111111,"35-44","0.0-0.2"
"353371",49,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"353379",49,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"353397",14,"0",5,1,"1",0.2,"18-","0.2-0.4"
"353405",51,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"353523",73,"1",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"353535",39,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"353555",51,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"353566",12,"1",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"353576",49,"0",2,1,"1",0.5,"45-54","0.4-0.6"
"353686",41,"0",8,1,"1",0.125,"35-44","0.0-0.2"
"353738",23,"1",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"353757",40,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"353759",50,"1",5,1,"1",0.2,"45-54","0.2-0.4"
"353785",41,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"353788",14,"0",4,1,"1",0.25,"18-","0.2-0.4"
"353844",17,"1",8,1,"1",0.125,"18-","0.0-0.2"
"353889",62,"0",8,2,"1",0.25,"55-64","0.2-0.4"
"353915",57,"1",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"353917",70,"0",4,1,"1",0.25,"65+","0.2-0.4"
"353931",20,"1",8,1,"1",0.125,"18-24","0.0-0.2"
"353938",68,"0",5,1,"1",0.2,"65+","0.2-0.4"
"353941",68,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"353984",13,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"354001",17,"0",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"354008",58,"1",2,1,"1",0.5,"55-64","0.4-0.6"
"354031",31,"1",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"354113",36,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"354209",37,"0",9,1,"1",0.111111111111111,"35-44","0.0-0.2"
"354219",60,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"354278",36,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"354359",28,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"354368",54,"1",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"354409",17,"1",7,2,"1",0.285714285714286,"18-","0.2-0.4"
"354451",76,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"354461",50,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"354513",26,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"354566",31,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"354607",36,"0",12,2,"1",0.166666666666667,"35-44","0.0-0.2"
"354703",49,"1",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"354730",39,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"354753",57,"1",2,1,"1",0.5,"55-64","0.4-0.6"
"354758",27,"0",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"354760",39,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"354772",19,"1",9,1,"1",0.111111111111111,"18-24","0.0-0.2"
"354869",62,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"354906",79,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"354914",63,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"354926",61,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"354928",38,"0",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"355001",17,"1",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"355073",39,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"355093",57,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"355102",29,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"355176",39,"1",6,2,"1",0.333333333333333,"35-44","0.2-0.4"
"355288",40,"1",10,1,"1",0.1,"35-44","0.0-0.2"
"355300",39,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"355311",82,"1",8,1,"1",0.125,"65+","0.0-0.2"
"355339",52,"0",9,1,"1",0.111111111111111,"45-54","0.0-0.2"
"355372",42,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"355382",19,"1",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"355414",79,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"355432",41,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"355433",20,"1",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"355457",62,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"355460",37,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"355492",20,"1",4,1,"1",0.25,"18-24","0.2-0.4"
"355514",26,"1",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"355519",59,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"355608",79,"0",7,2,"1",0.285714285714286,"65+","0.2-0.4"
"355609",20,"0",2,1,"1",0.5,"18-24","0.4-0.6"
"355619",59,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"355626",56,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"355627",64,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"355644",68,"1",4,1,"1",0.25,"65+","0.2-0.4"
"355661",58,"0",5,2,"1",0.4,"55-64","0.4-0.6"
"355663",55,"1",10,1,"1",0.1,"55-64","0.0-0.2"
"355671",36,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"355683",52,"0",12,1,"1",0.0833333333333333,"45-54","0.0-0.2"
"355689",52,"1",5,1,"1",0.2,"45-54","0.2-0.4"
"355721",79,"1",5,1,"1",0.2,"65+","0.2-0.4"
"355734",73,"1",8,1,"1",0.125,"65+","0.0-0.2"
"355785",35,"1",6,2,"1",0.333333333333333,"35-44","0.2-0.4"
"355788",57,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"355822",47,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"355896",42,"1",10,1,"1",0.1,"35-44","0.0-0.2"
"355897",82,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"355929",50,"1",7,2,"1",0.285714285714286,"45-54","0.2-0.4"
"355981",36,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"355993",27,"1",9,1,"1",0.111111111111111,"25-34","0.0-0.2"
"356099",60,"1",11,1,"1",0.0909090909090909,"55-64","0.0-0.2"
"356145",32,"1",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"356158",78,"1",5,1,"1",0.2,"65+","0.2-0.4"
"356206",41,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"356255",31,"0",9,1,"1",0.111111111111111,"25-34","0.0-0.2"
"356286",44,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"356342",52,"0",2,1,"1",0.5,"45-54","0.4-0.6"
"356351",56,"0",8,2,"1",0.25,"55-64","0.2-0.4"
"356405",59,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"356429",21,"1",5,1,"1",0.2,"18-24","0.2-0.4"
"356446",61,"1",11,1,"1",0.0909090909090909,"55-64","0.0-0.2"
"356469",86,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"356498",92,"1",8,1,"1",0.125,"65+","0.0-0.2"
"356624",14,"0",9,1,"1",0.111111111111111,"18-","0.0-0.2"
"356648",71,"1",4,1,"1",0.25,"65+","0.2-0.4"
"356656",43,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"356660",14,"1",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"356664",17,"1",9,1,"1",0.111111111111111,"18-","0.0-0.2"
"356672",43,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"356777",62,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"356783",40,"1",9,1,"1",0.111111111111111,"35-44","0.0-0.2"
"356927",61,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"356958",40,"0",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"357017",56,"0",12,1,"1",0.0833333333333333,"55-64","0.0-0.2"
"357021",81,"1",8,1,"1",0.125,"65+","0.0-0.2"
"357052",64,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"357133",27,"0",4,1,"1",0.25,"25-34","0.2-0.4"
"357137",16,"1",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"357180",55,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"357195",90,"1",4,1,"1",0.25,"65+","0.2-0.4"
"357212",53,"0",9,1,"1",0.111111111111111,"45-54","0.0-0.2"
"357237",64,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"357239",31,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"357254",29,"1",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"357294",73,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"357309",36,"0",8,1,"1",0.125,"35-44","0.0-0.2"
"357359",47,"0",9,2,"1",0.222222222222222,"45-54","0.2-0.4"
"357360",41,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"357365",25,"0",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"357369",71,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"357399",30,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"357450",86,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"357475",31,"1",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"357512",18,"0",2,1,"1",0.5,"18-","0.4-0.6"
"357578",31,"1",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"357603",30,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"357621",19,"0",11,1,"1",0.0909090909090909,"18-24","0.0-0.2"
"357640",64,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"357644",58,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"357655",56,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"357685",32,"0",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"357730",39,"1",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"357745",82,"0",2,1,"1",0.5,"65+","0.4-0.6"
"357755",31,"1",9,1,"1",0.111111111111111,"25-34","0.0-0.2"
"357775",39,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"357776",68,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"357865",83,"1",8,1,"1",0.125,"65+","0.0-0.2"
"357901",27,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"357906",70,"1",7,2,"1",0.285714285714286,"65+","0.2-0.4"
"357976",62,"1",10,1,"1",0.1,"55-64","0.0-0.2"
"358001",31,"0",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"358024",49,"1",9,1,"1",0.111111111111111,"45-54","0.0-0.2"
"358030",58,"1",8,2,"1",0.25,"55-64","0.2-0.4"
"358057",43,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"358111",53,"1",8,1,"1",0.125,"45-54","0.0-0.2"
"358163",56,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"358181",17,"1",8,1,"1",0.125,"18-","0.0-0.2"
"358195",51,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"358211",72,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"358232",63,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"358267",10,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"358271",59,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"358275",77,"0",4,2,"1",0.5,"65+","0.4-0.6"
"358306",36,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"358307",40,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"358335",19,"1",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"358337",36,"0",2,1,"1",0.5,"35-44","0.4-0.6"
"358348",36,"0",4,1,"1",0.25,"35-44","0.2-0.4"
"358352",29,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"358374",16,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"358384",62,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"358422",78,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"358469",71,"0",5,1,"1",0.2,"65+","0.2-0.4"
"358496",61,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"358499",11,"0",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"358501",70,"0",5,1,"1",0.2,"65+","0.2-0.4"
"358545",12,"1",4,1,"1",0.25,"18-","0.2-0.4"
"358570",12,"0",3,2,"1",0.666666666666667,"18-","0.6-0.8"
"358572",15,"0",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"358613",63,"0",6,2,"1",0.333333333333333,"55-64","0.2-0.4"
"358650",18,"0",5,1,"1",0.2,"18-","0.2-0.4"
"358658",68,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"358661",58,"0",5,2,"1",0.4,"55-64","0.4-0.6"
"358734",80,"0",2,1,"1",0.5,"65+","0.4-0.6"
"358760",68,"0",8,1,"1",0.125,"65+","0.0-0.2"
"358816",21,"0",3,1,"1",0.333333333333333,"18-24","0.2-0.4"
"358842",46,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"358887",46,"1",5,1,"1",0.2,"45-54","0.2-0.4"
"358916",31,"0",8,1,"1",0.125,"25-34","0.0-0.2"
"358935",58,"0",11,1,"1",0.0909090909090909,"55-64","0.0-0.2"
"358939",57,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"358949",32,"1",4,1,"1",0.25,"25-34","0.2-0.4"
"358968",26,"0",8,2,"1",0.25,"25-34","0.2-0.4"
"358986",52,"1",10,1,"1",0.1,"45-54","0.0-0.2"
"359003",50,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"359014",76,"0",7,3,"1",0.428571428571429,"65+","0.4-0.6"
"359105",27,"1",4,1,"1",0.25,"25-34","0.2-0.4"
"359106",23,"0",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"359112",42,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"359171",33,"0",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"359197",56,"1",7,2,"1",0.285714285714286,"55-64","0.2-0.4"
"359205",17,"0",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"359217",35,"0",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"359254",72,"0",8,1,"1",0.125,"65+","0.0-0.2"
"359287",20,"1",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"359296",17,"1",8,1,"1",0.125,"18-","0.0-0.2"
"359304",64,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"359351",32,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"359356",59,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"359373",42,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"359462",50,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"359473",35,"0",12,1,"1",0.0833333333333333,"35-44","0.0-0.2"
"359475",18,"1",9,1,"1",0.111111111111111,"18-","0.0-0.2"
"359485",32,"1",2,1,"1",0.5,"25-34","0.4-0.6"
"359533",41,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"359534",64,"1",2,1,"1",0.5,"55-64","0.4-0.6"
"359539",52,"1",4,2,"1",0.5,"45-54","0.4-0.6"
"359557",34,"0",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"359594",49,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"359631",52,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"359643",39,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"359730",72,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"359763",17,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"359771",57,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"359789",61,"0",9,1,"1",0.111111111111111,"55-64","0.0-0.2"
"359815",23,"1",8,1,"1",0.125,"18-24","0.0-0.2"
"359825",46,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"359831",16,"0",5,2,"1",0.4,"18-","0.4-0.6"
"359841",72,"1",5,1,"1",0.2,"65+","0.2-0.4"
"359849",22,"0",3,1,"1",0.333333333333333,"18-24","0.2-0.4"
"359874",40,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"359876",85,"1",4,1,"1",0.25,"65+","0.2-0.4"
"359951",79,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"359977",67,"0",5,1,"1",0.2,"65+","0.2-0.4"
"360139",46,"0",10,1,"1",0.1,"45-54","0.0-0.2"
"360160",33,"1",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"360186",51,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"360230",13,"1",8,1,"1",0.125,"18-","0.0-0.2"
"360247",75,"1",8,1,"1",0.125,"65+","0.0-0.2"
"360293",41,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"360297",37,"0",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"360337",29,"1",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"360348",31,"1",8,2,"1",0.25,"25-34","0.2-0.4"
"360349",39,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"360451",32,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"360454",59,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"360456",63,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"360505",23,"1",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"360516",51,"0",8,1,"1",0.125,"45-54","0.0-0.2"
"360517",43,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"360537",72,"0",5,1,"1",0.2,"65+","0.2-0.4"
"360547",62,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"360581",11,"0",5,2,"1",0.4,"18-","0.4-0.6"
"360604",22,"1",3,1,"1",0.333333333333333,"18-24","0.2-0.4"
"360605",36,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"360612",26,"0",4,1,"1",0.25,"25-34","0.2-0.4"
"360629",70,"0",8,1,"1",0.125,"65+","0.0-0.2"
"360640",46,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"360677",38,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"360740",89,"0",4,1,"1",0.25,"65+","0.2-0.4"
"360758",75,"1",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"360765",26,"1",8,1,"1",0.125,"25-34","0.0-0.2"
"360770",80,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"360790",44,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"360810",74,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"360814",45,"0",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"360820",37,"0",4,1,"1",0.25,"35-44","0.2-0.4"
"360844",48,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"360852",53,"0",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"360887",78,"0",4,1,"1",0.25,"65+","0.2-0.4"
"360889",49,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"360907",41,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"360953",19,"0",4,1,"1",0.25,"18-24","0.2-0.4"
"361082",23,"1",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"361187",60,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"361188",47,"0",1,1,"1",1,"45-54","0.8-1.0"
"361195",36,"1",8,2,"1",0.25,"35-44","0.2-0.4"
"361222",42,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"361242",49,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"361270",37,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"361321",62,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"361322",71,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"361353",49,"1",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"361417",63,"1",10,1,"1",0.1,"55-64","0.0-0.2"
"361425",73,"0",5,1,"1",0.2,"65+","0.2-0.4"
"361428",27,"0",10,1,"1",0.1,"25-34","0.0-0.2"
"361452",75,"1",4,1,"1",0.25,"65+","0.2-0.4"
"361462",67,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"361470",70,"0",4,1,"1",0.25,"65+","0.2-0.4"
"361487",69,"0",4,1,"1",0.25,"65+","0.2-0.4"
"361494",49,"0",10,1,"1",0.1,"45-54","0.0-0.2"
"361497",39,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"361511",19,"0",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"361534",20,"1",8,1,"1",0.125,"18-24","0.0-0.2"
"361541",40,"0",4,1,"1",0.25,"35-44","0.2-0.4"
"361594",51,"0",10,1,"1",0.1,"45-54","0.0-0.2"
"361631",47,"1",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"361640",38,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"361647",70,"0",9,1,"1",0.111111111111111,"65+","0.0-0.2"
"361675",46,"0",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"361694",84,"0",5,1,"1",0.2,"65+","0.2-0.4"
"361704",30,"0",4,1,"1",0.25,"25-34","0.2-0.4"
"361705",53,"1",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"361715",36,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"361726",53,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"361734",66,"1",4,1,"1",0.25,"65+","0.2-0.4"
"361741",61,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"361744",63,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"361751",13,"1",2,1,"1",0.5,"18-","0.4-0.6"
"361752",26,"1",9,1,"1",0.111111111111111,"25-34","0.0-0.2"
"361765",54,"0",9,1,"1",0.111111111111111,"45-54","0.0-0.2"
"361903",61,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"361942",16,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"361972",63,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"361985",17,"1",6,2,"1",0.333333333333333,"18-","0.2-0.4"
"361988",61,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"361998",70,"0",2,1,"1",0.5,"65+","0.4-0.6"
"362025",63,"1",9,1,"1",0.111111111111111,"55-64","0.0-0.2"
"362108",17,"0",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"362120",38,"1",2,1,"1",0.5,"35-44","0.4-0.6"
"362121",60,"1",12,1,"1",0.0833333333333333,"55-64","0.0-0.2"
"362123",62,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"362146",42,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"362176",38,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"362222",13,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"362266",36,"0",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"362268",30,"0",4,1,"1",0.25,"25-34","0.2-0.4"
"362270",38,"0",8,1,"1",0.125,"35-44","0.0-0.2"
"362312",28,"1",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"362315",51,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"362325",18,"0",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"362328",39,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"362353",54,"1",5,1,"1",0.2,"45-54","0.2-0.4"
"362385",49,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"362413",56,"0",1,1,"1",1,"55-64","0.8-1.0"
"362414",59,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"362459",21,"1",4,1,"1",0.25,"18-24","0.2-0.4"
"362473",38,"0",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"362478",63,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"362484",36,"0",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"362487",47,"1",5,1,"1",0.2,"45-54","0.2-0.4"
"362540",47,"1",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"362601",79,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"362633",49,"1",5,1,"1",0.2,"45-54","0.2-0.4"
"362644",53,"1",5,1,"1",0.2,"45-54","0.2-0.4"
"362647",26,"0",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"362648",33,"1",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"362672",36,"0",9,1,"1",0.111111111111111,"35-44","0.0-0.2"
"362682",65,"1",8,1,"1",0.125,"65+","0.0-0.2"
"362756",12,"1",4,1,"1",0.25,"18-","0.2-0.4"
"362815",35,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"362850",47,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"362871",42,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"363016",70,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"363065",53,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"363110",33,"1",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"363114",69,"0",5,1,"1",0.2,"65+","0.2-0.4"
